,ticker,finbert_sentiment,sentiment_intensity
168,text,neutral,0.1537783354399864
169,text,positive,0.7438349038756793
170,text,negative,0.07223266061618111
171,text,negative,0.0721160590331539
172,text,negative,-0.0705239056069121
173,text,positive,0.4328337952198487
174,text,positive,0.2470295567088418
175,text,negative,0.015115421849660858
176,text,positive,0.3442877840765161
177,text,neutral,0.1230316204050968
178,text,positive,0.23454092700398999
179,text,positive,0.28347708332305976
180,text,neutral,0.10499329323163588
181,text,positive,0.2201235117819737
182,text,neutral,0.16910755920731046
183,text,positive,0.3930068728495112
184,text,neutral,0.13880685227684497
185,text,positive,0.2125641591017441
186,text,positive,0.25543370452830394
187,text,neutral,0.14310378724500783
188,text,neutral,0.1579262361638778
189,text,positive,0.31227239919132194
190,text,positive,0.36044421075214084
191,text,neutral,0.149874826802625
192,text,neutral,0.15179919453272384
193,text,neutral,0.173455536216759
194,text,neutral,0.14434980861280236
195,text,positive,0.37516982196122034
196,text,neutral,0.14969761048620575
197,text,positive,0.33511566005045335
198,text,positive,0.20398414273447624
199,text,positive,0.3375993796234901
200,text,positive,0.21596946791137184
201,text,neutral,0.15230335557297991
202,text,neutral,0.15790305974570953
203,text,positive,0.284046486713421
204,text,positive,0.6343177535026089
205,text,negative,0.036162636226395664
206,text,positive,0.6525785448123619
207,text,positive,0.48611143886640873
208,text,negative,-0.08186148538999008
209,text,positive,0.34509955083195726
210,text,positive,0.38749510443234686
211,text,positive,0.27419334595563183
212,text,positive,0.21484215478159024
213,text,positive,0.25256937520724393
214,text,positive,0.22444295601785114
215,text,positive,0.9063996308275891
216,text,positive,0.9999999953965717
217,text,positive,0.361601911629567
218,text,neutral,0.1312159923004284
219,text,neutral,0.13948903504517335
220,text,negative,0.06259869120257702
221,text,neutral,0.12193859365757713
222,text,neutral,0.1606598906221345
223,text,positive,0.2568927948624211
224,text,positive,0.9965816253781541
225,text,neutral,0.1550230710193214
226,text,positive,0.3690804208535725
227,text,positive,0.28315442598562013
228,text,positive,0.29007634246588554
229,text,negative,-0.039802457721256936
230,text,positive,0.3880744582378032
231,text,neutral,0.1214058439831365
232,text,negative,0.051571728693587164
233,text,positive,0.28634423991899266
234,text,positive,0.4999931276601258
235,text,positive,0.25080658494930763
236,text,positive,0.2618702088857661
237,text,neutral,0.16256387647561105
238,text,neutral,0.19603495062907636
239,text,neutral,0.14808762379618312
240,text,negative,0.05617070449771111
241,text,neutral,0.15823002502796615
242,text,positive,0.7651902150182985
243,text,neutral,0.15555428427934603
244,text,positive,0.22455341398072512
245,text,negative,0.043677486736935056
246,text,negative,0.00945373180627703
247,text,positive,0.28577381828713533
248,text,neutral,0.18676815595832677
249,text,neutral,0.1135627583470534
250,text,neutral,0.16092990587467287
251,text,neutral,0.11972721617870398
252,text,neutral,0.10422675552943138
253,text,positive,0.976761628542163
254,text,positive,0.2838602931429734
255,text,neutral,0.1811641149334982
256,text,positive,0.21699925702355985
257,text,neutral,0.1568030435652811
258,text,negative,0.06001631933714374
259,text,positive,0.20461252080658285
260,text,neutral,0.178200568028826
261,text,positive,0.3574424479148603
262,text,negative,0.0736781574699402
263,text,positive,0.3509126758931361
264,text,neutral,0.1863781136023194
265,text,positive,0.5011256797771431
266,text,positive,0.21781350122988638
267,text,positive,0.2160281787842619
268,text,negative,0.04741841955530823
269,text,positive,0.3183537902015362
270,text,neutral,0.15718649528745215
271,text,positive,0.2793419389660147
272,text,neutral,0.14363518754395968
273,text,positive,0.29366266019699144
274,text,positive,0.24242813734153706
275,text,negative,0.005155605376859247
276,text,positive,0.49995770313228044
277,text,positive,0.3600434929572342
278,text,neutral,0.14366028335695527
279,text,negative,0.07291323476847136
280,text,positive,0.355398770898914
281,text,positive,0.6510122600532816
282,text,positive,0.3543904530346415
283,text,positive,0.5054405895804219
284,text,neutral,0.19870181581269028
285,text,negative,0.08882283115273491
286,text,neutral,0.1867785823788919
287,text,neutral,0.1592661002650857
288,text,neutral,0.1736912199195689
289,text,positive,0.323109211272315
290,text,negative,0.0596792322117141
291,text,positive,0.37927931368074963
292,text,neutral,0.15778006311847614
293,text,positive,0.3373912592868714
294,text,positive,0.22433563608062812
295,text,positive,0.758028654361033
296,text,positive,0.9922905377533313
297,text,positive,0.27277740990178034
298,text,positive,0.29809733073725697
299,text,negative,0.009235148429546562
300,text,positive,0.28305874308269313
301,text,positive,0.2397775654393594
302,text,positive,0.31135112389934994
303,text,negative,0.036388943140183753
304,text,positive,0.2304748676728377
305,text,positive,0.2826443761915581
306,text,positive,0.22285808259013365
307,text,negative,0.03549101924041755
308,text,negative,-0.03320983227447927
309,text,negative,0.03483584954133028
310,text,negative,-0.07129149724535229
311,text,positive,0.37668872059142444
312,text,positive,0.314632462006832
313,text,positive,0.31458435694979797
314,text,positive,0.44793737417122237
315,text,positive,0.3438273819425061
316,text,positive,0.29508780706324644
317,text,positive,0.6395713765096229
318,text,negative,-0.05127067384251211
319,text,positive,0.2055451352748193
320,text,positive,0.27087955551966575
321,text,positive,0.34187945860333546
322,text,neutral,0.1807679736995835
323,text,neutral,0.14257265451132575
324,text,negative,0.09480982008289092
325,text,positive,0.7747306048439185
326,text,positive,0.2691796315824115
327,text,neutral,0.17135886951432222
328,text,neutral,0.18602469902463573
329,text,neutral,0.1075814961437126
330,text,positive,0.3252093154695187
331,text,positive,0.2237120514883398
332,text,neutral,0.14415092357129938
333,text,positive,0.25753148461875675
334,text,neutral,0.14737028419689024
335,text,negative,-0.03715676768347861
336,text,negative,0.092087767028048
337,text,positive,0.24981658005174978
338,text,positive,0.24616513468837747
339,text,positive,0.26387263777276593
340,text,positive,0.4042173337567698
341,text,negative,0.07098438615902818
342,text,negative,0.06930489278085365
343,text,negative,0.06714661199251455
344,text,positive,0.2190818895923564
345,text,negative,0.08632184117182333
346,text,neutral,0.16731952370089515
347,text,neutral,0.14129572792380254
348,text,negative,0.07619672983679734
349,text,positive,0.3591879676194214
350,text,positive,0.327468976207567
351,text,positive,0.5464904195469489
352,text,positive,0.3229519272435129
353,text,positive,0.6787636864165489
354,text,negative,0.0994784157492406
355,text,negative,0.03171949355280383
356,text,positive,0.30637707771738676
357,text,neutral,0.17878674246276205
358,text,positive,0.25038346432467107
359,text,negative,0.04027128133937892
360,text,negative,0.05229981477429352
361,text,neutral,0.1254721351160979
362,text,neutral,0.11396036123043363
363,text,positive,0.34881623084332025
364,text,positive,0.2104484924941363
365,text,neutral,0.134263509070779
366,text,neutral,0.1033808171675689
367,text,neutral,0.1515737778442357
368,text,positive,0.28705014716949506
369,text,positive,0.29428821913738185
370,text,positive,0.2834666867028309
371,text,positive,0.28875010109936605
372,text,neutral,0.1259709894385158
373,text,positive,0.2546852500197522
374,text,positive,0.3871171839438912
375,text,positive,0.33480788735033307
376,text,neutral,0.11025135330735286
377,text,negative,0.03516626619578712
378,text,positive,0.2371300186091884
379,text,positive,0.30537915627537743
380,text,neutral,0.17374395789496894
381,text,negative,0.09340372147735565
382,text,neutral,0.19731747550013556
383,text,positive,0.4068709908432872
384,text,positive,0.35043997654502745
385,text,neutral,0.11142451921626571
386,text,neutral,0.10387337694165459
387,text,negative,0.015393076016663723
388,text,neutral,0.10064854923632476
389,text,positive,0.5252771911012872
390,text,positive,0.34825904096367283
391,text,positive,0.33294878749889595
392,text,positive,0.2266317322962943
393,text,neutral,0.14566510332637664
394,text,neutral,0.12687545944625736
395,text,positive,0.24025964503778638
396,text,positive,0.2605318469595876
397,text,neutral,0.10264484854514486
398,text,positive,0.2820361487542953
399,text,positive,0.36133631605505273
400,text,neutral,0.1774717187544953
401,text,positive,0.5941294922000625
402,text,neutral,0.18723291157899283
403,text,positive,0.2968504050681934
404,text,positive,0.26944040515587814
405,text,positive,0.2148449659427402
406,text,positive,0.3686236557241235
407,text,neutral,0.19911129816528098
408,text,neutral,0.18260038540567633
409,text,positive,0.3437545582448526
410,text,positive,0.29280690745739657
411,text,positive,0.237295435275115
412,text,positive,0.7647902893970489
413,text,positive,0.3158766126821226
414,text,negative,0.0022627818276477075
415,text,neutral,0.1391928487391005
416,text,positive,0.26207649216589024
417,text,positive,0.4757159464183953
418,text,positive,0.2524174074507154
419,text,negative,0.07902243839517069
420,text,positive,0.3617319438185976
421,text,negative,0.023734729866308698
422,text,positive,0.2358719891908798
423,text,negative,0.06651623589904275
424,text,neutral,0.18145435184180403
425,text,positive,0.22728899175507214
426,text,positive,0.3990341844469918
427,text,neutral,0.10304619105881234
428,text,neutral,0.12898897104848067
429,text,negative,0.09685274539702299
430,text,neutral,0.18595532262020356
431,text,positive,0.21200381673753305
432,text,positive,0.2446360793861637
433,text,negative,0.06774030686285766
434,text,positive,0.3684692595769624
435,text,negative,0.07084029973609063
436,text,negative,0.09712989382218035
437,text,positive,0.2636319673106361
438,text,positive,0.3542089835617434
439,text,negative,0.05431408639974345
440,text,positive,0.3202453382222914
441,text,negative,0.040382249633324784
442,text,negative,0.017969147021714788
443,text,neutral,0.10946785468476543
444,text,positive,0.32409738031156193
445,text,positive,0.9999999569944912
446,text,positive,0.28897070818816595
447,text,positive,0.27044650143633436
448,text,positive,0.3170936057477177
449,text,positive,0.37269506670418195
450,text,negative,-0.08314420705498075
451,text,positive,0.8043657967070489
452,text,negative,0.00266759607911213
453,text,neutral,0.17136494749360434
454,text,positive,0.2692246039230896
455,text,neutral,0.14275281054601974
456,text,positive,0.24095472000679644
457,text,negative,0.053387150063093455
458,text,positive,0.3099456589364703
459,text,negative,-0.10082605581209478
460,text,negative,-0.0044640379438828995
461,text,positive,0.20868737798168696
462,text,positive,0.568565234011263
463,text,positive,0.22714654729834038
464,text,positive,0.23446855697363175
465,text,positive,0.2740237662177636
466,text,positive,0.3327119071546458
467,text,positive,0.38682200622986074
468,text,positive,0.683639413860639
469,text,positive,0.26469680067737855
470,text,neutral,0.12198347078138108
471,text,neutral,0.10289886733052657
472,text,positive,0.2512477610032704
473,text,neutral,0.13282387986226882
474,text,negative,0.0919501961946079
475,text,negative,0.059382371019631626
476,text,positive,0.31487529944027526
477,text,positive,0.35969532932822895
478,text,positive,0.2401936406872082
479,text,positive,0.7796343812074791
480,text,positive,0.30022556696259134
481,text,neutral,0.13040598025368674
482,text,neutral,0.18157410405005026
483,text,positive,0.2789678020525897
484,text,neutral,0.1665450805131743
485,text,neutral,0.1673773826009705
486,text,positive,0.3950505741224325
487,text,positive,0.36863655481293955
488,text,neutral,0.1533468239504089
489,text,positive,0.7069509022843757
490,text,positive,0.35017154525976313
491,text,neutral,0.13445156008855075
492,text,neutral,0.12315018040169096
493,text,positive,0.36832095309628926
494,text,positive,0.4281169742462277
495,text,positive,0.3268536427825381
496,text,neutral,0.1400312695470324
497,text,positive,0.21651267135271077
498,text,positive,0.9956612846630256
499,text,positive,0.42354861810187244
500,text,positive,0.28060244446881766
501,text,positive,0.27175704116092053
502,text,positive,0.2244769023842092
503,text,positive,0.4583993991924437
504,text,positive,0.28592820724415174
505,text,negative,0.05245788040342521
506,text,positive,0.3470224341495976
507,text,positive,0.46923446304602084
508,text,positive,0.3836893557995861
509,text,negative,0.06215776940394098
510,text,positive,0.3085707204985588
511,text,positive,0.435752469934215
512,text,positive,0.2016392481533035
513,text,positive,0.22205213451020211
514,text,positive,0.8571398824431418
515,text,neutral,0.13636707452022273
516,text,positive,0.24915271631736852
517,text,positive,0.2820783467610493
518,text,positive,0.3204775026812175
519,text,negative,0.03870089222760409
520,text,positive,0.2243670618777548
521,text,positive,0.43097852250883467
522,text,positive,0.25988506248509635
523,text,negative,0.0857445708670706
524,text,positive,0.2099607386344333
525,text,positive,0.23672096151847172
526,text,positive,0.352683885186621
527,text,neutral,0.13545713856080263
528,text,positive,0.2998178108461033
529,text,positive,0.4348740263531311
530,text,negative,0.06742406648144474
531,text,neutral,0.14236063535432633
532,text,positive,0.24567972592930995
533,text,neutral,0.12246173384893924
534,text,neutral,0.16094256689467218
535,text,positive,0.2377310564025853
536,text,positive,0.38829413180669553
537,text,positive,0.7781885347831633
538,text,positive,0.21906372078143255
539,text,positive,0.24672278706768927
540,text,neutral,0.11520402534660223
541,text,neutral,0.13181079525607892
542,text,neutral,0.14780861904891957
543,text,neutral,0.14758462022185984
544,text,neutral,0.1607660051467647
545,text,negative,0.057223051418255844
546,text,positive,0.20833886132876916
547,text,positive,0.38743322543872044
548,text,neutral,0.19499826435982942
549,text,positive,0.3836311141592096
550,text,positive,0.21553840483413875
551,text,positive,0.2620575947846214
552,text,negative,0.09893376261072868
553,text,positive,0.2294507274184371
554,text,neutral,0.12016203125342863
555,text,neutral,0.11664363334639825
556,text,negative,0.08247189765012518
557,text,positive,0.324916279798245
558,text,positive,0.20385915679444358
559,text,neutral,0.16705364606313078
560,text,negative,0.043396380254797515
561,text,neutral,0.11057153984869338
562,text,positive,0.32371052129232586
563,text,neutral,0.1224524345436489
564,text,positive,0.2528269637427777
565,text,neutral,0.17738167898617266
566,text,negative,0.08272891284120928
567,text,neutral,0.16119671581119663
568,text,positive,0.3713333590334712
569,text,neutral,0.18055260822246155
570,text,negative,0.03993117156491875
571,text,negative,0.09292866369735839
572,text,positive,0.22686296756736232
573,text,positive,0.2327708563723214
574,text,neutral,0.17451770107367662
575,text,negative,0.09511269028229652
576,text,positive,0.9998248783401782
577,text,positive,0.2761314116291101
578,text,neutral,0.1863430098251736
579,text,positive,0.2773495636676942
580,text,negative,0.05144774662524681
581,text,neutral,0.17150047689661205
582,text,positive,0.32012104435677696
583,text,positive,0.6724415249982606
584,text,positive,0.26401737337121817
585,text,positive,0.40395020041771046
586,text,negative,0.07264577110162951
587,text,positive,0.2591736626765533
588,text,neutral,0.18666983435057133
589,text,neutral,0.19899633388905863
590,text,positive,0.6656116205402848
591,text,neutral,0.17778332123402296
592,text,positive,0.9480168240924485
593,text,positive,0.2575245195323671
594,text,neutral,0.18629933483144875
595,text,positive,0.9993399187587775
596,text,neutral,0.17377289756479905
597,text,neutral,0.16692027677985785
598,text,positive,0.3303343262484019
599,text,negative,0.03272207603479653
600,text,positive,0.35835122014229515
601,text,positive,0.2744688123677486
602,text,negative,0.0796348633859389
603,text,positive,0.40573866949365467
604,text,neutral,0.14823677027211846
605,text,positive,0.2567803503750312
606,text,neutral,0.17173175462938675
607,text,neutral,0.10781977373738706
608,text,positive,0.32229634655536965
609,text,neutral,0.14131969998259297
610,text,positive,0.22614302396563166
611,text,negative,-0.015510913770553962
612,text,neutral,0.1687287918555677
613,text,negative,-0.038981704522507946
614,text,positive,0.3257110769566489
615,text,positive,0.24358907452547215
616,text,positive,0.37881136966175993
617,text,negative,-0.09850733574013433
618,text,positive,0.40111436093021874
619,text,neutral,0.1917631781795477
620,text,neutral,0.11683873162954968
621,text,positive,0.34995388782857784
622,text,neutral,0.12658226164070246
623,text,negative,-0.05933210187238787
624,text,neutral,0.16412391093638154
625,text,neutral,0.14490953750784835
626,text,neutral,0.19560358059420177
627,text,neutral,0.10166201334718945
628,text,positive,0.32342665742728505
629,text,negative,0.023267878584176203
630,text,negative,0.05265662409317758
631,text,positive,0.573755916932277
632,text,positive,0.25247663833358597
633,text,positive,0.33359522917151985
634,text,positive,0.3630582836255241
635,text,neutral,0.191347651152052
636,text,neutral,0.14815478507007357
637,text,neutral,0.13965693314191804
638,text,positive,0.40946081799247996
639,text,neutral,0.1602171097363
640,text,positive,0.34718958598174454
641,text,neutral,0.16342439406598366
642,text,positive,0.24559109635266696
643,text,neutral,0.1667987858679967
644,text,positive,0.5923445530484264
645,text,positive,0.2577475543885954
646,text,positive,0.25512024616406825
647,text,neutral,0.17726160081398512
648,text,negative,-0.13155973414245362
649,text,neutral,0.1511056817478785
650,text,negative,0.06247856762875704
651,text,neutral,0.1306931659960959
652,text,neutral,0.1511452826857171
653,text,positive,0.26533873574188227
654,text,positive,0.24082411581921326
655,text,positive,0.22557982750644842
656,text,neutral,0.1962934472246077
657,text,neutral,0.19607864413931372
658,text,positive,0.2951701876858208
659,text,neutral,0.10509426419520018
660,text,negative,0.017343221045840223
661,text,positive,0.2942650281263038
662,text,positive,0.4353922960291846
663,text,positive,0.2783616964698783
664,text,positive,0.3487008221043476
665,text,positive,0.2846427568284493
666,text,neutral,0.1251165331952384
667,text,neutral,0.14619130795674753
668,text,neutral,0.1673083611350597
669,text,positive,0.4136558126497788
670,text,negative,0.04338254704070939
671,text,positive,0.2399670858787381
672,text,negative,0.09919181505529573
673,text,neutral,0.1405030136306702
674,text,negative,-0.12387371321006552
675,text,positive,0.342711050716342
676,text,positive,0.2254884044486312
677,text,positive,0.273599818281274
678,text,positive,0.6996328578018955
679,text,positive,0.47803642485589165
680,text,positive,0.3218220561726346
681,text,positive,0.41605071373074826
682,text,positive,0.30789652889860364
683,text,negative,0.08867719473640326
684,text,neutral,0.1317398520303835
685,text,negative,0.05239716312945084
686,text,positive,0.22925510023022772
687,text,positive,0.37025069843201713
688,text,negative,0.06882039822437261
689,text,positive,0.2551385009236504
690,text,neutral,0.1574237838802697
691,text,positive,0.21321904769813824
692,text,neutral,0.15859322179515636
693,text,positive,0.2112752402758875
694,text,positive,0.2975009076211465
695,text,neutral,0.17291971065118913
696,text,negative,0.02145433154601215
697,text,positive,0.5745930380271219
698,text,positive,0.35901040377413973
699,text,neutral,0.15931654004494172
700,text,neutral,0.13619695045773936
701,text,positive,0.2339289034246504
702,text,neutral,0.10563850717885372
703,text,positive,0.21744717721217016
704,text,neutral,0.1528502831190717
705,text,positive,0.30928335304518534
706,text,neutral,0.13144937115543343
707,text,positive,0.21470025066196902
708,text,positive,0.2638529294037367
709,text,positive,0.26782116527792094
710,text,neutral,0.1340357437739438
711,text,neutral,0.18800891863694913
712,text,positive,0.694619183072343
713,text,positive,0.2672499006377858
714,text,positive,0.32141706796060565
715,text,negative,0.04961109192969929
716,text,positive,0.2534682941257273
717,text,neutral,0.11641986706719964
718,text,negative,0.05930708442462146
719,text,neutral,0.1592661002650857
720,text,negative,-0.0940123761608213
721,text,negative,-0.04936943007535567
722,text,neutral,0.1535454795880806
723,text,neutral,0.12286020582028091
724,text,neutral,0.1616086952557667
725,text,neutral,0.1465722057422638
726,text,negative,0.024297479577916573
727,text,negative,0.032393338393896035
728,text,neutral,0.13926390329688182
729,text,negative,0.030868739695313552
730,text,neutral,0.18457278170565608
731,text,negative,0.02925530156013656
732,text,positive,0.4340638876525138
733,text,neutral,0.15357829296655198
734,text,positive,0.3881904677086825
735,text,positive,0.7098057772690473
736,text,positive,0.2719820509094603
737,text,neutral,0.12916606984995688
738,text,neutral,0.1903551645595812
739,text,neutral,0.19189043434966113
740,text,positive,0.23534205825021556
741,text,negative,0.08617566883987099
742,text,negative,0.0871734922735452
743,text,positive,0.5237654802702622
744,text,neutral,0.16618886995607554
745,text,neutral,0.18266557546625173
746,text,positive,0.28795086355626376
747,text,positive,0.34064081253901546
748,text,positive,0.2908539071341049
749,text,positive,0.2335034134446693
750,text,positive,0.23914544509079913
751,text,negative,-0.21398893461176305
752,text,positive,0.3971143373952466
753,text,positive,0.8731521942234457
754,text,positive,0.4788931315281003
755,text,negative,0.09787486204973675
756,text,negative,0.08634896830608994
757,text,neutral,0.1984120463957725
758,text,negative,0.04295775181051949
759,text,negative,0.03308394499952527
760,text,positive,0.21523988689523932
761,text,positive,0.2170437852082335
762,text,positive,0.3703275850457433
763,text,negative,0.0057271762599116335
764,text,positive,0.20128311610644914
765,text,positive,0.4839825946730234
766,text,positive,0.4276406323560131
767,text,neutral,0.12873569429451384
768,text,negative,0.04090316747373791
769,text,neutral,0.18167892280872686
770,text,positive,0.21414049320739661
771,text,negative,0.05363933916617298
772,text,positive,0.30666368798475657
773,text,positive,0.3361504771000972
774,text,negative,0.058658159103666126
775,text,neutral,0.18799301101596622
776,text,neutral,0.11622231498068557
777,text,positive,0.9802583989062482
778,text,neutral,0.1989950115604131
779,text,neutral,0.15042916360761627
780,text,neutral,0.10661369823042414
781,text,positive,0.29877180102112255
782,text,neutral,0.10162514185361114
783,text,negative,0.07461512009657909
784,text,negative,0.029404389986858438
785,text,positive,0.38365388982740256
786,text,positive,0.2934871195975538
787,text,negative,0.08790725750281163
788,text,positive,0.7471933718649173
789,text,positive,0.2600749401826614
790,text,positive,0.4664665184809871
791,text,positive,0.4528611430682303
792,text,positive,0.2182120342507296
793,text,neutral,0.18440670211829713
794,text,positive,0.2057337256019176
795,text,positive,0.21572811468641875
796,text,positive,0.4005661587906853
797,text,positive,0.2774249967629666
798,text,negative,0.04304519553134996
799,text,neutral,0.10024524361937749
800,text,positive,0.20249410598631187
801,text,negative,0.09360473268774279
802,text,positive,0.35280995094948764
803,text,positive,0.33533542763222574
804,text,positive,0.26548980600682115
805,text,neutral,0.16637522837158825
806,text,positive,0.2967573047767347
807,text,neutral,0.15327233011175845
808,text,positive,0.23417340549255403
809,text,positive,0.36185389500668796
810,text,positive,0.26180909572560707
811,text,positive,0.3607318257886287
812,text,neutral,0.14883464693090895
813,text,positive,0.2622299656109869
814,text,neutral,0.13328880622355258
815,text,negative,0.08917036939365702
816,text,positive,0.5096413973188715
817,text,positive,0.28667349014096866
818,text,positive,0.291359059480228
819,text,positive,0.4433163363361344
820,text,negative,0.06133115127869
821,text,positive,0.3146283515668907
822,text,negative,0.04167248320470662
823,text,positive,0.30799429775377285
824,text,negative,0.018696224342629852
825,text,neutral,0.1764195323466293
826,text,positive,0.33123877182018774
827,text,positive,0.3435454305002413
828,text,negative,0.09364861853138103
829,text,neutral,0.11491909263044783
830,text,positive,0.8329285908887969
831,text,positive,0.23140362952562857
832,text,neutral,0.1558690488497698
833,text,neutral,0.15715889064948302
834,text,neutral,0.14487942887861965
835,text,positive,0.2051053357823814
836,text,negative,0.09092077510595553
837,text,neutral,0.1729112868166715
838,text,neutral,0.1145590387813375
839,text,positive,0.2949037113080618
840,text,positive,0.24354908488011182
841,text,positive,0.2599301618720977
842,text,neutral,0.1394200703997867
843,text,neutral,0.11844722635865701
844,text,neutral,0.1382151193019456
845,text,positive,0.41538944574603603
846,text,positive,0.2453829113892141
847,text,positive,0.38292253701780177
848,text,negative,0.0031613721144996276
849,text,positive,0.2215116648013895
850,text,neutral,0.14558098579018358
851,text,positive,0.6675332372464674
852,text,neutral,0.16865668400246783
853,text,negative,0.08224914510700052
854,text,positive,0.31602557396087405
855,text,neutral,0.14066738615467575
